id,label,left_id,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_id,right_name,right_host_id,right_host_name,right_neighbourhood_group,right_neighbourhood,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
1857,1,20040812,SAINT PETER DOUBLE / TWIN ROOM by ANN INN,27820804,Anna,,I Centro Storico,41.89328,12.50409,Hotel room,33,1,170,2020-11-12,4.06,11,87,20026722,ROMA CAPUT MUNDI TRIPLE/DOUBLE/TWIN ROOM by ANN IN,27820804,Anna,,I Centro Storico,41.89328,12.50409,Hotel room,41,1,174,2020-10-23,4.22,11,87
1891,1,24563971,Campo dei Fiori Confortable,144549183,Valerio,,I Centro Storico,41.89498,12.47227,Entire home/apt,160,1,83,2020-09-21,2.6,4,362,20280172,Campo dei Fiori charming Alcove,144549183,Valerio,,I Centro Storico,41.89498,12.47227,Entire home/apt,95,2,55,2020-01-06,1.39,4,136
39,1,4243414,RUBY apartment in the center,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,124,3,45,2020-04-05,0.65,12,182,4242699,LITTLE JEWEL Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,113,3,14,2020-08-11,0.2,12,182
3449,1,34382003,Cozy double room at Trieste/Salario in Rome,259559183,Rosa,,II Parioli/Nomentano,41.92433,12.50638,Private room,24,7,2,2019-06-30,0.1,6,179,40603491,Quiet double-bed room Trieste/Salario area in Rome,259559183,Rosa,,II Parioli/Nomentano,41.92433,12.50638,Private room,24,7,0,,,6,0
24108,0,36101191,marco house3,271559569,Marco,,I Centro Storico,41.89775,12.50353,Shared room,18,1,8,2019-12-07,0.46,3,365,45326308,TRIPLE STANDARD ROOM HOTEL MARCO POLO,41925459,Lorenzo,,I Centro Storico,41.90296,12.50353,Private room,500,1,0,,,5,365
1432,1,15652224,Central Apartment with 24/7 Concierge (3 guests),29087393,Residence Prati,,I Centro Storico,41.91668,12.46803,Entire home/apt,142,1,10,2019-10-10,0.23,9,365,15651854,Central Apartment with 24/7 Concierge (2 guests),29087393,Residence Prati,,I Centro Storico,41.91668,12.46803,Entire home/apt,124,1,6,2019-04-28,0.14,9,365
18809,0,42534857,A.Roma Lifestyle Hotel,309508008,A.Roma Lifestyle Hotel,,XII Monte Verde,41.87488,12.43277,Hotel room,0,1,0,,,1,0,29957418,ooo,119259344,Corrado,,XII Monte Verde,41.86993,12.43277,Shared room,520,3,0,,,1,0
18275,0,38619640,"En-Suite Rooms & Breakfast ,  Monti , Colosseo",44891681,Ina,,I Centro Storico,41.896359999999994,12.50114,Private room,47,1,19,2020-09-21,1.32,4,365,26113124,ava guesthouse 1 ( double room share bathroom),49693852,Reza,,I Centro Storico,41.89705,12.50114,Private room,37,1,146,2020-03-08,4.73,10,365
3472,1,34919959,Horti Sallustiani Roma,68342229,Alessandro,,I Centro Storico,41.90775,12.49619,Entire home/apt,61,3,19,2020-10-02,1.01,5,364,36137261,Horti Sallustiani Roma room 2,68342229,Alessandro,,I Centro Storico,41.90775,12.49619,Private room,54,3,20,2020-02-27,1.19,5,365
5408,0,5711699,Trastevere Loft - enjoy your stay,1806875,Cecilia,,I Centro Storico,41.89008,12.47102,Entire home/apt,105,2,72,2020-03-07,1.04,5,364,21731849,Nice suite near piazza Navona,14048165,Edgard,,I Centro Storico,41.899440000000006,12.47102,Private room,190,2,0,,,5,364
2332,1,23478561,RomeForFun Guesthouse large room DOUBLE/TRIPLE,172108877,Alessandro,,I Centro Storico,41.90234,12.50467,Private room,55,2,97,2019-11-18,2.85,2,90,23297588,RomeForFun double room,172108877,Alessandro,,I Centro Storico,41.90234,12.50467,Private room,55,2,124,2019-12-08,3.58,2,90
2880,1,29579127,The Place: L'autentica esperienza Eco-lusso a Roma,189513919,Maud,,VII San Giovanni/Cinecittà,41.88103,12.50274,Private room,110,2,0,,,3,365,28459375,The Place: L'autentica esperienza Eco-lusso a Roma,189513919,Maud,,VII San Giovanni/Cinecittà,41.88103,12.50274,Private room,80,1,2,2019-10-24,0.14,3,88
3667,1,36745155,Olmo - Apartment H,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,103,1,0,,,14,55,36745151,Olmo - Apartment G,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,103,1,1,2019-09-08,0.06,14,55
16099,0,26909235,PRETTY ROOM NEAR CENTRAL STATION!,44273425,Ginevra,,II Parioli/Nomentano,41.8977,12.513919999999999,Private room,34,1,0,,,1,0,24407278,Notti da sogno a Re di Roma,53697670,Silvana,,VII San Giovanni/Cinecittà,41.88308,12.513919999999999,Private room,40,2,0,,,1,0
6117,0,7611492,appartamento a san pietro,35623426,Patrizia,,XIII Aurelia,41.89741,12.45759,Entire home/apt,150,1,0,,,1,365,22642611,"Fabiola's Home ""Stanza San Pietro""",124524035,Fabiola,,I Centro Storico,41.90952,12.45759,Private room,80,1,0,,,1,363
2684,1,26383022,COLOSSEO GARDENS - one bedroom with terrace - GC9,94907986,ColosseoGardens,,I Centro Storico,41.89113,12.49936,Entire home/apt,143,1,0,,,26,232,26383028,COLOSSEO GARDENS - one bedroom large - CG2,94907986,ColosseoGardens,,I Centro Storico,41.89113,12.49936,Entire home/apt,141,1,0,,,26,364
860,1,9916659,38 Viminale Street - Camera Doppia 1,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,17,2020-03-03,0.32,12,365,35631500,Al Viminale Hill Inn & Hotel -4,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,87,1,0,,,12,365
837,1,9656653,Fiftynine Appartamento Giotto,35397970,Giulia,,I Centro Storico,41.90704,12.47686,Entire home/apt,94,1,22,2019-07-07,0.36,6,325,15242992,Fiftynine Appartamento Borromini,35397970,Giulia,,I Centro Storico,41.90704,12.47686,Entire home/apt,76,1,3,2018-04-22,0.07,6,353
3865,1,38392418,Regolo Rooms Vaticano - Deluxe Double Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,109,1,0,,,7,363,38392471,Regolo Rooms Vaticano - Economy Double Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,112,1,0,,,7,364
3719,1,36745160,Olmo - Margherita apartment,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,81,1,1,2019-08-09,0.06,14,55,36745163,Olmo - Apartment E,272995569,Riserva,,XV Cassia/Flaminia,42.04775,12.29405,Hotel room,103,1,0,,,14,55
3930,1,40639439,Norma al Centro di Roma,63470905,Paolo,,I Centro Storico,41.89643,12.47375,Entire home/apt,200,2,1,2020-02-23,0.1,2,96,39815280,Norma al Centro di Roma *trilo*,63470905,Paolo,,I Centro Storico,41.89643,12.47375,Entire home/apt,280,3,1,2019-12-02,0.08,2,306
568,1,5779720,Vatican Elegant Room (6),28563748,Dina Lucia,,VII San Giovanni/Cinecittà,41.88112,12.51415,Private room,85,1,112,2020-02-16,1.9,8,365,5779961,Coliseum elegant room (4),28563748,Dina Lucia,,VII San Giovanni/Cinecittà,41.88112,12.51415,Private room,85,1,166,2020-03-05,2.82,8,365
1689,1,18030702,Flatinrome Trastevere C with private terrace,494485,Massimo,,I Centro Storico,41.8861,12.47309,Entire home/apt,202,1,59,2020-06-13,1.33,38,354,23320681,Flatinrome Glamour Jacuzzi Room,494485,Massimo,,I Centro Storico,41.8861,12.47309,Private room,151,1,13,2020-02-22,0.38,38,357
379,1,4137056,Vatican Room (BB33),4009524,Manuel,,I Centro Storico,41.90911,12.46019,Private room,77,1,0,,,7,365,4135629,Vatican Suite (BB31),4009524,Manuel,,I Centro Storico,41.90911,12.46019,Private room,90,1,0,,,7,365
3473,1,35451956,Horti Sallustiani Roma room 1,68342229,Alessandro,,I Centro Storico,41.90775,12.49619,Private room,56,3,15,2020-02-17,0.83,5,364,34919959,Horti Sallustiani Roma,68342229,Alessandro,,I Centro Storico,41.90775,12.49619,Entire home/apt,61,3,19,2020-10-02,1.01,5,364
24459,0,44067616,Camera con Vista ;),75537842,Maya Alexandra,,I Centro Storico,41.886,12.47025,Private room,35,30,0,,,3,88,39750521,"H10 Roma Città, Superior Double Room",98022634,H10 Roma Città,,XI Arvalia/Portuense,41.86768,12.47025,Private room,111,1,0,,,3,335
2925,1,29603494,✧ La stanza che stai cercando! ✧,94359651,Valeria,,II Parioli/Nomentano,41.89631,12.51853,Private room,54,2,62,2019-10-30,2.38,3,0,29580943,✧Eccomi! L'appartamento che cerchi!✧,94359651,Valeria,,II Parioli/Nomentano,41.89631,12.51853,Entire home/apt,189,2,6,2019-07-07,0.25,3,0
8317,0,9885978,TRASTEVERE LEOPARDO,3020,Davide,,I Centro Storico,41.88925,12.46908,Entire home/apt,79,3,94,2020-09-21,1.6,1,364,23017801,Le Terrazze di Piazza Navona,26831919,Simona,,I Centro Storico,41.89955,12.46908,Entire home/apt,179,3,46,2020-10-19,1.37,8,364
1977,1,21431501,Elegant 2bdr for 6 people in the centre 81878 - 09e363ab,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,387,1,0,,,121,364,21274306,Elegant 2bdr in the centre of Rome 81873,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90506,12.4902,Entire home/apt,424,1,4,2018-06-24,0.11,121,1
2959,1,30063462,Vatican Loft 2,195543137,Bolaro,,I Centro Storico,41.90465,12.44432,Entire home/apt,80,1,4,2019-05-11,0.19,5,359,30064842,Vatican loft 3,195543137,Bolaro,,I Centro Storico,41.90465,12.44432,Entire home/apt,101,1,19,2020-10-18,0.89,5,365
3884,1,38392454,Regolo Rooms Vaticano - Economy Triple Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,90,1,0,,,7,364,38392484,Regolo Rooms Vaticano - Small Double Room,288102037,Regolo Rooms,,I Centro Storico,41.90848,12.46294,Private room,65,1,0,,,7,364
11599,0,41023900,iFlat | Piazza Dante Modern Apartment,23532561,IFlat,,I Centro Storico,41.89235,12.50463,Entire home/apt,72,2,4,2020-10-09,0.75,151,0,15264123,LoVeLy and CoZy CoLoSsEo ApArTmEnt,96779247,Maddalena,,I Centro Storico,41.89235,12.50463,Entire home/apt,45,2,181,2020-03-02,3.53,1,0
7617,0,8964674,BLUE LOFT - Special Recovery Prices,1289042,Silvia,,I Centro Storico,41.896159999999995,12.49287,Entire home/apt,85,1,158,2020-08-26,2.53,5,365,11031026,CENTRO ROMA VIA VENETO,57219225,Polash,,II Parioli/Nomentano,41.911120000000004,12.49287,Private room,55,1,56,2019-11-05,0.95,5,365
29170,0,46594396,Flavia 21  - cab2c135,5056483,Halldis Apartments & Villas,,I Centro Storico,41.90845,12.49882,Entire home/apt,108,1,0,,,121,0,46590878,Flavia 5  - cab1619e,5056483,Halldis Apartments & Villas,,I Centro Storico,41.908770000000004,12.49882,Entire home/apt,108,1,0,,,121,364
1130,1,12183341,5 minutes from Trevi Fountain (A9),62864975,Francapaola,,I Centro Storico,41.90241,12.48691,Entire home/apt,90,7,6,2019-04-22,0.11,14,89,12098967,Superb Location Apartament a11,62864975,Francapaola,,I Centro Storico,41.90241,12.48691,Entire home/apt,90,5,1,2017-01-03,0.02,14,89
6441,0,24487754,Cozy flat with Garden in Rome,142459675,Maria & Alp,,III Monte Sacro,41.939029999999995,12.53209,Entire home/apt,45,2,45,2020-01-02,1.4,1,33,8247691,Beautiful studio apartment,43494844,Cristina,,IV Tiburtina,41.939029999999995,12.550410000000001,Entire home/apt,45,2,52,2019-04-28,0.86,1,361
2164,1,22681993,MyTinyHome - Charles,167149840,Andrea,,I Centro Storico,41.90724,12.45301,Private room,33,1,45,2020-11-11,1.83,15,359,22682431,MyTinyHome - TinyHouse - James,167149840,Andrea,,I Centro Storico,41.90724,12.45301,Private room,37,1,29,2020-11-01,0.85,15,361
273,1,5790081,Small Apartment  Vaticano A,13024483,Stefano,,XIII Aurelia,41.89666,12.45502,Entire home/apt,100,2,11,2019-10-06,0.25,8,365,5790616,Large Apartment Vaticano  B+C,13024483,Stefano,,XIII Aurelia,41.89666,12.45502,Entire home/apt,260,2,3,2019-06-28,0.05,8,365
558,1,5658485,Pantheon Cozy Apartment n. 7,23532561,IFlat,,I Centro Storico,41.90089,12.47598,Entire home/apt,99,3,129,2019-12-08,1.97,151,164,5657827,Pantheon Cozy Apartment n. 2,23532561,IFlat,,I Centro Storico,41.90089,12.47598,Entire home/apt,129,3,51,2018-08-04,0.76,151,0
4117,1,42137462,Gregori Guest House Superior,11334242,Federico,,XIII Aurelia,41.89594,12.44347,Private room,84,1,0,,,3,365,41553081,Gregori Guest House Suite,11334242,Federico,,XIII Aurelia,41.89594,12.44347,Private room,117,1,0,,,3,364
14071,0,42454140,Luxury Quadruple Room,316762202,Ana Maria,,I Centro Storico,41.89757,12.49883,Private room,1000,1,0,,,7,364,21318674,Appartamento 6 pax Flavia,22178816,Hotel Oxford,,I Centro Storico,41.908590000000004,12.49883,Entire home/apt,195,1,0,,,7,164
3002,1,39013919,Rione Monti & Fori Imperiali Elegant Apartment x3,96122546,Ilenia & Fedor,,I Centro Storico,41.89449000000001,12.48831,Entire home/apt,77,2,13,2020-09-03,0.87,106,266,30731916,Piazza Venezia&Colosseum - Wonderful Loft x5! NEW,96122546,Ilenia & Fedor,,I Centro Storico,41.89449000000001,12.48831,Entire home/apt,118,2,60,2020-11-16,2.44,106,330
9813,0,12390044,Hotel Center 3,63982779,Francesca Romana,,I Centro Storico,41.89247,12.512889999999999,Hotel room,50,1,104,2019-11-26,1.85,5,365,12579441,Rooma beb -  Altare della Patria,68192260,Ercole Paolo,,II Parioli/Nomentano,41.91066,12.512889999999999,Private room,95,1,0,,,5,365
7894,0,43733780,Nice Apartment Near The City Center / San Lorenzo,349441958,Jacopo,,II Parioli/Nomentano,41.89424,12.5146,Entire home/apt,35,7,0,,,3,320,10538032,Adelina Guesthouse - Luxury Room,53535946,Maria,,I Centro Storico,41.89077,12.5146,Private room,79,1,0,,,3,365
2797,1,28234395,Empire Suites Roma,213266027,Empire Suites,,I Centro Storico,41.90981,12.46092,Private room,80,1,2,2018-10-03,0.07,4,365,29357377,EMPIRE SUITES,213266027,Empire Suites,,I Centro Storico,41.90981,12.46092,Private room,54,1,3,2019-07-02,0.13,4,352
878,1,35630140,Al Viminale Hill Inn & Hotel - 2,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,43,1,1,2020-03-08,0.1,12,365,35631500,Al Viminale Hill Inn & Hotel -4,20028020,38 Viminale,,I Centro Storico,41.90025,12.49594,Private room,87,1,0,,,12,365
1258,1,15320189,Deluxe Three-Bedroom Apartment 180m+ 30mqs terrace,8383535,Luca,,I Centro Storico,41.90321,12.4856,Entire home/apt,83,2,104,2020-12-13,2.16,9,331,13613280,Deluxe Apartment with patio - Split Level,8383535,Luca,,I Centro Storico,41.90321,12.4856,Entire home/apt,53,2,7,2019-02-22,0.14,9,364
633,1,8348722,PALMA  NERA UP TO 4 PEOPLE,33339025,Roberto,,I Centro Storico,41.90382,12.44798,Entire home/apt,93,3,108,2020-02-29,1.72,8,355,15826722,PALMA GRIGIA,33339025,Roberto,,I Centro Storico,41.90382,12.44798,Entire home/apt,75,3,33,2019-05-18,0.66,8,365
9575,0,11763386,An oasis in Trastevere – Bianca,6353687,Flora&Luca,,I Centro Storico,41.88943,12.46691,Entire home/apt,92,2,0,,,10,365,33675258,"New Celestina House - Rome,  Prati",51977220,Fabrizio,,I Centro Storico,41.90818,12.46691,Entire home/apt,136,2,13,2020-08-24,0.65,10,365
13532,0,18230786,Double room Free WiFi private bathroom,98099205,Riccardo,,I Centro Storico,41.894090000000006,12.50526,Private room,40,2,102,2020-10-11,2.49,6,365,29034029,GOLD HOUSE 3004,103306448,Hunan,,I Centro Storico,41.89156,12.50526,Private room,31,2,41,2020-10-21,2.32,13,365
292,1,2723341,COMFORTABLE ROOM NEAR THE CENTER FOR ERSMUS,12959919,Cristina,,VII San Giovanni/Cinecittà,41.87318,12.52318,Private room,38,2,164,2019-09-15,2.09,15,365,2651669,LOVELY  ROOM NEAR THE CENTER OF ROME FOR ERASMUS,12959919,Cristina,,VII San Giovanni/Cinecittà,41.87318,12.52318,Private room,38,2,190,2019-09-22,2.42,15,365
2335,1,23332857,THE GARDEN OF THE RED ARGANO APP. 3,173782733,Comedini,,XII Monte Verde,41.87288,12.46853,Entire home/apt,63,1,12,2020-08-23,0.37,4,318,23349892,THE GARDEN OF THE RED ARGANO APP. 1,173782733,Comedini,,XII Monte Verde,41.87288,12.46853,Entire home/apt,63,1,10,2019-11-11,0.31,4,345
26,1,4242699,LITTLE JEWEL Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,113,3,14,2020-08-11,0.2,12,182,78314,DIAMOND Apartment,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,133,3,17,2020-02-10,0.17,12,176
609,1,6401029,GARDEN HOUSE near metro C,7147419,Francesco,,V Prenestino/Centocelle,41.87717,12.57036,Entire home/apt,40,3,72,2020-01-04,1.11,5,48,6405105,TERRACE STUDIO near metro C,7147419,Francesco,,V Prenestino/Centocelle,41.87717,12.57036,Entire home/apt,35,3,79,2020-03-08,1.18,5,30
3245,1,33036487,Vatican Family Romantic Suite,69475164,Massimiliano,,I Centro Storico,41.91427,12.4569,Entire home/apt,104,2,10,2019-10-08,0.49,6,0,33362727,Vatican Family Romantic Junior Suite,69475164,Massimiliano,,I Centro Storico,41.91427,12.4569,Entire home/apt,73,2,10,2020-09-09,0.47,6,329
3759,1,36754540,Maison d'Art Apts nearby Piazza Navona (2 people),274417675,Maison D'Art,,I Centro Storico,41.90052,12.46788,Entire home/apt,55,1,90,2020-12-06,5.45,3,364,36746110,Maison d'Art Apts nearby Piazza Navona (4 people),274417675,Maison D'Art,,I Centro Storico,41.90052,12.46788,Entire home/apt,116,1,3,2020-08-18,0.19,3,361
1349,1,18804527,"Bunk Bed, Wi-Fi Kitchen, well connected by metro A",1478007,Paolo,,VII San Giovanni/Cinecittà,41.86205,12.54815,Hotel room,45,1,0,,,11,53,18944002,Camera familiare con balcone e bagno privato,1478007,Paolo,,VII San Giovanni/Cinecittà,41.86205,12.54815,Hotel room,82,1,2,2019-05-25,0.1,11,119
2189,0,1785469,I Racconti di Roma - Suite Room,9027085,Michele,,I Centro Storico,41.907309999999995,12.48748,Private room,103,1,0,,,4,365,5724396,Appartamento Modigliani,29631111,Giulia,,I Centro Storico,41.90528,12.48748,Entire home/apt,140,1,0,,,1,365
1465,0,1826327,PIGNETO ROME BASIC ACCOMMODATION,1619380,Hans,,V Prenestino/Centocelle,41.889109999999995,12.52529,Private room,33,2,56,2020-01-03,1.09,1,180,1170571,Very Nice Room in Magic Trastevere,5484907,Maurilio,,I Centro Storico,41.889109999999995,12.47101,Private room,33,2,211,2020-10-11,2.3,2,365
26854,0,43783860,Apartment close to Piazza Navona 2 bed  2 bath,17150242,Manrico,,I Centro Storico,41.90084,12.470189999999999,Entire home/apt,180,7,0,,,1,365,42948785,La tua Suite nel cuore della città eterna,341950018,Delia,,I Centro Storico,41.90558,12.470189999999999,Private room,70,1,0,,,1,59
20745,0,30586032,SUITE TRIPLA a S.Pietro e Vaticano,218356492,Tiziana,,I Centro Storico,41.90922,12.45833,Hotel room,53,1,0,,,34,364,31334242,Cozy room 3 Vatican City private bathroom,27710096,Stella,,I Centro Storico,41.91426,12.45833,Private room,70,1,0,,,5,364
2399,0,15651854,Central Apartment with 24/7 Concierge (2 guests),29087393,Residence Prati,,I Centro Storico,41.91668,12.46803,Entire home/apt,124,1,6,2019-04-28,0.14,9,365,45378270,"Navona Luxury Guest house ""Borromini""",71607159,Monica,,I Centro Storico,41.896809999999995,12.46803,Private room,72,1,0,,,20,365
22052,0,35983915,At Casa Simpatia Terrace,9121160,A Casa Simpatia,,I Centro Storico,41.89403,12.50892,Entire home/apt,150,1,0,,,4,365,32884416,Sweet dreams,127140522,Badia,,I Centro Storico,41.89499,12.50892,Hotel room,35,1,13,2019-10-21,0.63,12,365
4144,1,42549810,In.to Rome San Pietro,338470185,Francesco,,I Centro Storico,41.90603,12.46159,Private room,61,1,0,,,4,365,42732662,In.to Rome Appartament,338470185,Francesco,,I Centro Storico,41.90603,12.46159,Entire home/apt,109,1,0,,,4,365
3249,0,26909116,Roma Guesthouse 4,200593407,Matias,,I Centro Storico,41.905609999999996,12.46919,Private room,58,1,79,2020-09-03,2.67,6,365,2935003,Great sunny apartment ROME CENTRAL,258682,Maria,,II Parioli/Nomentano,41.93353,12.46919,Entire home/apt,150,1,0,,,2,365
5551,0,6663425,"CAMERA DOPPIA MOLTO GRANDE""METRO A""",34709027,Rocco,,VII San Giovanni/Cinecittà,41.8562,12.5638,Private room,35,1,0,,,4,0,6607609,Double room with private bathroom!,34573847,Delfina,,VIII Appia Antica,41.8562,12.50204,Private room,35,1,22,2016-07-17,0.32,1,309
27923,0,44543972,Cozy apartment in the hearth of Trastevere,360418620,Delia,,I Centro Storico,41.89114,12.46603,Entire home/apt,92,5,0,,,1,0,46053137,"Studio in Roma, with WiFi",373025409,"Loic, Estelle And Co",,I Centro Storico,41.89078,12.46603,Entire home/apt,105,1,0,,,1,1
535,1,22467894,Mike Gladiator Suite,28974897,Michele,,I Centro Storico,41.91079000000001,12.44871,Private room,49,2,29,2019-05-02,0.88,5,0,22467930,Mike Imperial Suite,28974897,Michele,,I Centro Storico,41.91079000000001,12.44871,Entire home/apt,53,2,35,2018-12-20,1.05,5,0
9160,0,12616227,Overlook the Pantheon from a Stunning Cosy Suite,33598138,Serena,,I Centro Storico,41.89902,12.47775,Entire home/apt,65,2,204,2020-10-18,3.7,1,339,42189337,Le case di Emma 2 [9022],44336749,Diego,,XIII Aurelia,41.89902,12.45004,Entire home/apt,65,2,0,,,2,172
3597,0,9837277,Camera singola zona sapienza,50658126,Federico,,II Parioli/Nomentano,41.896609999999995,12.51355,Private room,350,1,0,,,1,365,4108454,WG Zimmer in Rom Zentrum,2858645,Alessio,,I Centro Storico,41.8894,12.51355,Private room,65,1,0,,,1,365
2247,1,22925415,Alloggio Turistico Colosseo - LILLAC FLAMINGO,3664160,Roberta,,VII San Giovanni/Cinecittà,41.88104000000001,12.50566,Private room,25,2,79,2020-08-24,2.26,4,15,22923247,Alloggio Turistico Colosseo - YELLOW TROPICAL,3664160,Roberta,,VII San Giovanni/Cinecittà,41.88104000000001,12.50566,Private room,25,2,54,2020-09-22,1.82,4,13
2100,0,1927584,ROME 50 METERS FROM COLOSSEUM!,9984843,Marco,,I Centro Storico,41.888740000000006,12.49506,Entire home/apt,137,3,295,2020-09-26,3.42,2,251,2718882,Luminoso Loft con Vista Spettacolare vicino a Santa Maria in Trastevere,13913828,Elisabetta,,I Centro Storico,41.888740000000006,12.474260000000001,Entire home/apt,137,3,145,2020-10-26,1.8,1,358
50,1,7592021,Bright room near the Center and Termini,773808,Rosanna,,II Parioli/Nomentano,41.89786,12.5146,Private room,29,2,179,2020-03-02,2.79,5,180,7469261,Nice room near Center and Termini,773808,Rosanna,,II Parioli/Nomentano,41.89786,12.5146,Private room,28,2,186,2020-08-03,2.83,5,180
1152,1,12756638,Romantic apartment in Campo de' Fiori | Int. 4,894021,Rosa,,I Centro Storico,41.89506,12.4739,Entire home/apt,111,3,57,2020-03-01,1.01,10,345,12820052,Luminoso Appartamento Vicino a Piazza Navona,894021,Rosa,,I Centro Storico,41.89506,12.4739,Entire home/apt,185,3,90,2020-07-29,1.61,10,357
3808,1,37877525,Roma Center Relais-Camera 3 superior delux,35073488,Capital Properties,,I Centro Storico,41.90815,12.47608,Hotel room,35,1,3,2019-12-30,0.24,7,361,37878308,Rome Center Relais-Suite,35073488,Capital Properties,,I Centro Storico,41.90815,12.47608,Hotel room,47,1,6,2020-09-27,0.47,7,359
2612,1,26480972,OSTIENSE cozy room-Trastevere -> also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,87,1,4,2020-02-18,0.15,17,0,26491880,PIRAMIDE room-Trastevere&Center / also ★LONG TERM★,5265232,Daniela & Friends,,I Centro Storico,41.88187,12.47507,Private room,434,1,5,2019-01-05,0.17,17,0
9,0,16276,B&B Calisto6 great location in Rome,3280,Andrea,,I Centro Storico,41.88919,12.47107,Private room,37,1,6,2015-06-18,0.05,3,365,29233493,EXOTIC STANDARD ROOM TRASTEVERE,220222910,Trastevere,,I Centro Storico,41.88748,12.47107,Hotel room,38,1,21,2020-03-04,0.89,9,365
1832,1,19904014,Babuino Family Apartment for five Spanish steps,103812030,Incentrum,,I Centro Storico,41.90905,12.47825,Entire home/apt,225,3,2,2020-01-02,0.05,11,324,19923244,Babuino flat with terrace for 2 Spanish Steps,103812030,Incentrum,,I Centro Storico,41.90905,12.47825,Entire home/apt,203,1,2,2020-08-10,0.15,11,336
619,1,6457745,SetteA - Deluxe Double/Twin Room 6,33725164,SetteA,,I Centro Storico,41.90577,12.49556,Hotel room,102,1,94,2019-09-22,1.43,4,365,7173228,SetteA - Double Room 2,33725164,SetteA,,I Centro Storico,41.90577,12.49556,Hotel room,130,1,14,2016-11-19,0.21,4,364
4833,0,5018103,ON THE TIBER BANKS UP TO 7,4571163,Laura,,XII Monte Verde,41.87298,12.47115,Entire home/apt,123,1,1,2016-04-12,0.02,17,364,39716506,Cozy and Luxury Apt - Navona - Campo de Fiori,16257769,Daniele,,I Centro Storico,41.89503,12.47115,Entire home/apt,246,1,18,2020-03-01,1.37,1,364
11085,0,21988910,Dolce Stop Novo,82667379,Azzurra,,V Prenestino/Centocelle,41.890159999999995,12.52474,Private room,21,1,4,2020-10-11,0.13,2,180,14207293,Tollì Superior room,27528509,Giulio,,VII San Giovanni/Cinecittà,41.878190000000004,12.52474,Private room,50,1,62,2019-11-22,1.16,5,180
1793,1,19672198,One Bed in female dormitory room beside Termini(C),126568965,Vanessa,,I Centro Storico,41.89744,12.505,Shared room,19,1,165,2020-08-16,3.95,6,365,20147109,One Bed in female dormitory room beside Termini(E),126568965,Vanessa,,I Centro Storico,41.89744,12.505,Shared room,19,1,98,2020-08-19,2.4,6,365
503,0,326361,Room of charme Rome Colosseum 2,206667673,Guido,,I Centro Storico,41.89508,12.49279,Private room,75,2,24,2017-05-09,0.23,5,365,4106969,Penthouse near Coliseum in Monti,20649999,Marina,,I Centro Storico,41.89496,12.49279,Entire home/apt,170,2,149,2020-07-26,1.96,5,365
4291,1,45112413,"Gensola, camera singola a Trastevere",361285366,Fausta,,I Centro Storico,41.88826,12.47877,Private room,59,1,2,2020-10-06,0.58,3,353,45183264,Camera Deluxe con terrazzo a Trastevere,361285366,Fausta,,I Centro Storico,41.88826,12.47877,Private room,128,2,1,2020-09-13,0.26,3,356
3620,1,36741675,Next Stop - Triple Bedroom with Balcony,222671227,Next Stop Roma,,V Prenestino/Centocelle,41.87917,12.53747,Hotel room,31,1,4,2020-02-02,0.29,5,361,36741672,Next Stop - Double Bedroom with private bathroom,222671227,Next Stop Roma,,V Prenestino/Centocelle,41.87917,12.53747,Hotel room,36,1,1,2019-12-28,0.08,5,311
7602,0,41674188,Suite Presidenziale con Jacuzzi al Vaticano,328924276,Antonella,,I Centro Storico,41.91103,12.463230000000001,Private room,116,1,0,,,1,43,9990123,Vintage Design Apartment EUR Rome,13000790,Davide,,IX Eur,41.83826,12.463230000000001,Entire home/apt,69,1,0,,,1,0
