id,label,left_name,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_name,right_neighbourhood,right_host_id,right_host_name,right_neighbourhood_group,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
28872377,1,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81377,-73.88933,Private room,40,30,3,2019-04-07,0.36,6,321,Prolonged Traveler's Dream (a month first & more),Hunts Point,32164030,Ikkyukim,Bronx,40.81395,-73.88675,Private room,40,30,21,2019-06-22,0.44,6,343
4616452,0,Upper East Side Spacious 2 Bedrooms,23915731,Helene,Manhattan,Upper East Side,40.77439,-73.94965,Entire home/apt,249,3,1,2016-07-19,0.03,1,0,"Lovely, clean, and quiet - close to Prospect Park",East Flatbush,7592287,Emily,Brooklyn,40.6531,-73.94965,Private room,42,3,6,2016-09-18,0.16,1,0
25870840,0,Cozy UES apartment by the Central Park,48414103,Yulia,Manhattan,Upper East Side,40.7814,-73.95541,Entire home/apt,120,2,2,2019-04-13,0.64,1,0,Private room with Amazing views of Manhattan.,Greenpoint,4719170,Amber,Brooklyn,40.73477,-73.95541,Private room,45,2,6,2019-03-04,0.33,1,0
9464137,0,Elegant High Rise Condo w/ Doorman,42956813,Naomi,Manhattan,Upper East Side,40.7713,-73.95443,Entire home/apt,175,1,15,2016-09-05,0.35,1,0,Spacious apt in Prospect Lefferts,Prospect-Lefferts Gardens,63002307,Natalie,Brooklyn,40.6559,-73.95443,Private room,65,1,0,,,1,0
5143959,0,Master Bedroom in Lefferts Garden,20518366,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.95105,Private room,65,1,0,,,2,0,Central Park north,Harlem,29766155,Miero,Manhattan,40.80099,-73.95105,Entire home/apt,200,1,0,,,1,0
6871251,0,Large UWS Apartment by the Park,34780872,Natalie,Manhattan,Upper West Side,40.7787,-73.98088,Entire home/apt,259,3,20,2017-12-30,0.41,1,0,1 Large Bedroom plus 2nd bed,Boerum Hill,1355616,Carly,Brooklyn,40.68234,-73.98088,Private room,100,3,0,,,1,0
31217760,0,Spacious studio on museum miles by central park,20771576,Maryam,Manhattan,East Harlem,40.79158,-73.95168,Entire home/apt,100,4,0,,,2,0,Harlem Summer Cottage,Harlem,11160340,Jerome,Manhattan,40.80224,-73.95168,Entire home/apt,90,7,0,,,2,9
20810529,1,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,76104209,Rated,Manhattan,Upper East Side,40.78098,-73.95854,Entire home/apt,225,30,0,,,33,315,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,Upper East Side,76104209,Rated,Manhattan,40.77981,-73.96031,Entire home/apt,220,30,0,,,33,334
10058942,0,"Columbia Univer, female/couple only",12245536,Rong,Manhattan,Harlem,40.82083,-73.95795,Private room,39,2,3,2016-07-21,0.07,2,0,Peaceful Private Bedroom in Brownstone with Garden,Bedford-Stuyvesant,9530419,Mathilde,Brooklyn,40.69201,-73.95795,Private room,55,2,3,2017-08-24,0.12,1,0
33549469,0,Sanctuary in the Heart of Williamsburg!,1155020,Timothy,Brooklyn,Williamsburg,40.72037,-73.95857,Entire home/apt,199,3,0,,,1,99,Brooklyn Cosy Daybed,Crown Heights,10809204,Mario,Brooklyn,40.66844,-73.95857,Shared room,46,2,0,,,1,0
27579923,0,Highline Hudson Yards Studio,161279657,Michelle,Manhattan,Chelsea,40.75255,-74.00118,Entire home/apt,350,3,0,,,1,0,Designed west village with PATIO,West Village,8851665,Ohad,Manhattan,40.73303,-74.00118,Entire home/apt,200,3,1,2016-07-02,0.03,1,0
253471,1,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,199,3,24,2018-11-06,0.32,28,84,Loft Suite @ The Box House Hotel,Greenpoint,417504,The Box House Hotel,Brooklyn,40.73652,-73.95236,Entire home/apt,199,3,43,2019-07-02,0.47,28,60
29632875,0,Bright and Cozy Brooklyn Apartment,14906911,Sophie,Brooklyn,Williamsburg,40.71867,-73.95162,Private room,75,1,3,2019-02-14,0.37,1,0,Full Apt w/ large kitchen in UES,Upper East Side,12092726,Alice,Manhattan,40.78092,-73.95162,Entire home/apt,155,1,75,2017-02-19,1.3,1,0
21981703,0,Beautiful and Charming 2 Bedroom in Brooklyn!,2066240,Marcella,Brooklyn,Crown Heights,40.67405,-73.94419,Entire home/apt,12,3,0,,,1,0,Beautiful & Comfortable Manhattan Rooms,Harlem,260668537,Anne,Manhattan,40.81507,-73.94419,Private room,65,3,0,,,1,362
17095350,0,Adorable West Village One Bedroom,27234116,Lily,Manhattan,Greenwich Village,40.732,-73.99959,Entire home/apt,175,2,0,,,1,0,Quiet Garden Level Studio in the heart of Brooklyn,Sunset Park,77925223,Patrick,Brooklyn,40.65683,-73.99959,Entire home/apt,90,2,41,2019-01-01,2.75,1,0
2248580,0,Luxury 1 Bedroom Condo,11483903,Avril,Manhattan,Greenwich Village,40.73411,-73.99723,Entire home/apt,1000,1,0,,,1,0,Great deal-private-NON shared apt in Chelsea,Chelsea,271114286,Deemy,Manhattan,40.74169,-73.99723,Entire home/apt,240,2,0,,,1,6
2569466,0,Shared studio in East Harlem,13156191,Serenity,Manhattan,East Harlem,40.79731,-73.94231,Shared room,55,1,10,2015-08-18,0.2,1,0,Minimalist Urban Jungle with Exposed Brick,Williamsburg,13031745,Madeline,Brooklyn,40.70764,-73.94231,Private room,41,1,1,2016-03-16,0.02,3,0
21815842,0,Spacious 2 bedroom in beautiful Clinton Hill,1931990,Yarden,Brooklyn,Clinton Hill,40.68859,-73.96035,Entire home/apt,93,3,2,2018-05-11,0.13,1,0,Private cozy room close to Columbia University,Morningside Heights,8594019,Jose Vicente,Manhattan,40.81626,-73.96035,Private room,50,3,5,2017-09-02,0.18,2,0
29501807,0,Sunny room with new Queen bed and large closet,77813945,Andrew,Manhattan,East Village,40.72145,-73.97881,Private room,75,4,5,2019-05-26,1.9,1,33,Private Brooklyn Basement Apartment,Windsor Terrace,59627203,Majd,Brooklyn,40.65116,-73.97881,Entire home/apt,125,5,2,2019-05-26,0.27,1,0
29917648,0,Perfect Studio apartment in heart of Sheepsheadbay,9059810,Vlad,Brooklyn,Midwood,40.61429,-73.94779,Entire home/apt,88,2,0,,,3,89,Sunny & Spacious 1 bedroom in Williamsburg,Williamsburg,187530856,Baris,Brooklyn,40.70933,-73.94779,Entire home/apt,265,2,4,2018-10-07,0.29,2,89
8206060,0,2 bed duplex with private garden!,3039478,Leela,Brooklyn,Bedford-Stuyvesant,40.69352,-73.94376,Entire home/apt,325,5,9,2019-06-29,0.21,1,0,Cozy private bdrm in Manhattan near Subway Station,East Harlem,88550022,Sheila & Tony,Manhattan,40.79105,-73.94376,Private room,85,2,123,2019-06-29,4.09,1,64
34902183,0,Calming & Bright 1 BR Apt in Upper West Side,263054681,Carmen,Manhattan,Harlem,40.81982,-73.94481,Entire home/apt,93,30,0,,,1,325,Comfortable Greenpoint Bedroom,Greenpoint,24020898,Rebekah,Brooklyn,40.72499,-73.94481,Private room,55,6,0,,,1,0
17117631,0,The Corky Hale Room at Harlem Townhouse,3236595,René,Manhattan,Harlem,40.80937,-73.94989,Private room,120,2,29,2019-05-10,1.03,4,0,Cozy apartment in Upper East!,Upper East Side,4122796,Sebastien,Manhattan,40.78122,-73.94989,Entire home/apt,129,2,1,2016-11-18,0.03,1,0
13234446,0,Charming Room in Greenpoint,6244152,Julia,Brooklyn,Greenpoint,40.72779,-73.94323,Private room,67,4,0,,,1,0,2 bedroom in Astoria Queens 20 minutes to NYC,Long Island City,222421079,Maria,Queens,40.7615,-73.94323,Entire home/apt,455,2,0,,,1,83
21391447,0,Large Modern Stylish 3Bed 2Bathr Nolita Apartment,4853070,Tom,Manhattan,Nolita,40.72022,-73.99604,Entire home/apt,300,3,0,,,1,0,Beautiful large private room in the heart of Soho,Chinatown,11259589,Eloise,Manhattan,40.71889,-73.99604,Private room,99,3,3,2017-06-28,0.11,1,0
34019712,1,"Homey, Friendly Apt Share Next To Subway",253836845,Ollie,Brooklyn,Crown Heights,40.66977,-73.95725,Private room,68,30,2,2019-06-18,2.0,7,246,"Homey, Friendly Apt Share Next To Subway",Crown Heights,253836845,Ollie,Brooklyn,40.67058,-73.9573,Private room,68,30,1,2019-05-21,0.6,7,226
15767882,1,"Sixth Ave Chelsea, Studio Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40.74565,-73.99183,Entire home/apt,205,30,1,2017-12-08,0.05,87,365,"Sixth Ave Chelsea, Studio Serviced Apartment",Chelsea,22541573,Ken,Manhattan,40.7448,-73.99204,Entire home/apt,205,30,2,2016-12-21,0.06,87,0
25870840,0,Cozy UES apartment by the Central Park,48414103,Yulia,Manhattan,Upper East Side,40.7814,-73.95541,Entire home/apt,120,2,2,2019-04-13,0.64,1,0,Modern & Funky Brooklyn Nook,Crown Heights,894712,Allison,Brooklyn,40.67868,-73.95541,Entire home/apt,119,2,2,2018-08-05,0.15,1,0
35079012,0,Amazing Williamsburg Apartment,1722490,Dom,Brooklyn,Williamsburg,40.72096,-73.95528,Entire home/apt,150,5,0,,,1,0,Summer Rental on Park Ave (1 Month minimum),Upper East Side,850498,Aaron,Manhattan,40.78028,-73.95528,Entire home/apt,149,30,0,,,1,62
18049856,0,Luxury Studio Williamsburg,51926018,Minchul,Brooklyn,Williamsburg,40.71815,-73.95519,Entire home/apt,250,14,0,,,1,83,Book your party on UES NYC Venue,Upper East Side,47721954,Agata,Manhattan,40.77695,-73.95519,Shared room,75,1,0,,,1,90
27113535,0,Spacious 1 Bedroom Apartment Near The Met,109196702,David,Manhattan,Upper East Side,40.77648,-73.95428,Entire home/apt,215,2,0,,,2,0,"Prime Williamsburg Modern Charm, steps to park",Greenpoint,34676783,Natasha,Brooklyn,40.71966,-73.95428,Entire home/apt,350,2,5,2018-09-17,0.2,1,0
36196038,0,Room in Artsy Loft in the Upper West Side,73056987,Oscar,Manhattan,Upper West Side,40.7988,-73.97277,Private room,200,3,0,,,1,114,"My Cozy Apartment!
My apartment has the best view!",East Village,272870209,Edna,Manhattan,40.72413,-73.97277,Private room,75,2,0,,,1,365
6652755,0,The Art Loft! Spacious and Bright!,16718896,Kim,Brooklyn,Bedford-Stuyvesant,40.6924,-73.96029,Entire home/apt,145,5,25,2018-01-02,0.51,1,0,"Lovely, quiet 1-Bedroom Apt",Morningside Heights,13322169,Sonja,Manhattan,40.81503,-73.96029,Entire home/apt,150,5,9,2018-12-30,0.14,1,0
23905099,0,The Most Delicious Airbnb Ever,24288568,Micah,Brooklyn,Bedford-Stuyvesant,40.69506,-73.93556,Private room,100,1,54,2019-06-16,3.45,1,45,Manhattan clean. warm. safe room / 6 train,East Harlem,174124006,Chanhee,Manhattan,40.7975,-73.93556,Private room,60,1,61,2019-06-27,3.67,1,45
21231543,1,Hillside Hotel,134184451,Hillside Hotel,Queens,Jamaica,40.70428,-73.81353,Private room,135,1,0,,,18,365,Hillside Hotel,Jamaica,134184451,Hillside Hotel,Queens,40.70269,-73.81585,Private room,165,1,0,,,18,360
29832768,0,Avail July - Beautiful Greenwich Village room!,26310763,Amz,Manhattan,Greenwich Village,40.73328,-73.99431,Private room,150,7,0,,,1,2,Colossal 1200 SF Nolita loft 15ft ceiling 1 bdrm,Nolita,19462782,Michael,Manhattan,40.72289,-73.99431,Entire home/apt,400,4,0,,,1,0
7664062,0,Private bedroom in booming brooklyn,31250964,Katherine,Brooklyn,Crown Heights,40.67034,-73.95848,Private room,75,1,0,,,1,0,Lots of light Upper East Side Apartment.,Upper East Side,8116703,Valentina,Manhattan,40.77315,-73.95848,Entire home/apt,210,3,0,,,1,0
16230581,0,Cozy apartment in the heart of Williamsburg!,326185,Martina,Brooklyn,Williamsburg,40.71532,-73.95563,Entire home/apt,108,3,3,2017-07-28,0.1,1,0,1 Bedroom Available In My Two Bedroom Flat,Crown Heights,945499,Kyle,Brooklyn,40.67495,-73.95563,Private room,150,3,0,,,1,0
4786139,0,Designer 1BD w/ backyard space,1760609,Matt + Allie,Manhattan,East Village,40.7223,-73.98128,Entire home/apt,315,1,2,2015-08-31,0.04,1,0,Huge King Size Room in East Village,Gramercy,21382844,Imran,Manhattan,40.73458,-73.98128,Private room,99,1,5,2017-04-23,0.16,1,0
36061406,0,Chelsea Loft Living - Perfect for LARGE groups,63492343,Lenore,Manhattan,Chelsea,40.73971,-73.99611,Entire home/apt,1050,2,0,,,1,365,Amazing 2 bedroom Times Square,Hell's Kitchen,206451695,Vanessa,Manhattan,40.76124,-73.99611,Entire home/apt,450,2,0,,,3,365
25912647,0,Midtown East - Huge private room with terrace,193716904,Li,Manhattan,Midtown,40.75704,-73.96531,Private room,100,3,4,2018-08-22,0.31,1,0,Best Location near Columbia U,Morningside Heights,36818817,Mifan,Manhattan,40.80395,-73.96531,Private room,50,3,3,2015-08-17,0.06,2,0
13715661,0,"2 BR, 2 BA Penthouse w 2 private decks",32928497,Jennifer,Brooklyn,Fort Greene,40.69503,-73.97286,Entire home/apt,175,3,5,2017-09-05,0.14,1,0,Modern 2 Bed 2 Bath with private roof deck,Prospect Heights,1691656,Adrian,Brooklyn,40.68237,-73.97286,Entire home/apt,125,3,6,2019-01-01,0.47,1,0
15827516,0,Luxury NYC 1 Bed w/Gorgeous Views + Pool,102478101,Robert,Manhattan,Hell's Kitchen,40.75968,-73.99797,Entire home/apt,289,2,4,2017-01-02,0.13,1,0,Giant Sun-filled Chelsea Studio,Chelsea,70583598,Michael And Fernanda,Manhattan,40.74303,-73.99797,Entire home/apt,200,2,1,2016-06-02,0.03,1,0
7197915,0,The Heart of the Lower East Side!,37691482,Andrew,Manhattan,Lower East Side,40.72135,-73.98668,Entire home/apt,180,2,8,2018-05-28,0.19,1,0,Charming East Village Bedroom,East Village,7425016,Di,Manhattan,40.72967,-73.98668,Private room,74,2,2,2018-07-22,0.15,1,0
9843634,0,"Spacious, quiet Greenpoint 1-bedroom",3820569,Eleanore,Brooklyn,Greenpoint,40.73528,-73.95647,Entire home/apt,80,3,2,2016-10-11,0.06,1,0,Spacious & Charming Duplex in Upper East,Upper East Side,6028102,Ana,Manhattan,40.77259,-73.95647,Entire home/apt,200,3,47,2019-03-24,0.95,1,0
19843040,0,Trendy Private Room in Midtown West,105049617,Gio,Manhattan,Hell's Kitchen,40.76002,-73.98958,Private room,129,1,97,2019-06-22,4.03,3,132,Windowside Orchard Street Room in Lower East Side!,Lower East Side,16664377,D,Manhattan,40.71863,-73.98958,Private room,100,1,66,2019-06-22,2.19,3,334
2410620,0,Cozy apt in the Upper East Side,12320096,Luanna,Manhattan,Upper East Side,40.78331,-73.94489,Entire home/apt,185,2,3,2019-06-09,0.27,1,0,bright 1 bedroom by the park,Greenpoint,7097844,Anne,Brooklyn,40.72552,-73.94489,Entire home/apt,114,2,3,2018-09-11,0.08,1,0
21151898,0,Garden Apartment on 129th Street,109930093,Chris,Manhattan,East Harlem,40.80893,-73.93982,Private room,115,3,17,2018-06-10,0.83,2,0,Luxurious studio w/ rooftop & gym,Williamsburg,6050250,Aram,Brooklyn,40.71404,-73.93982,Entire home/apt,145,3,8,2016-10-24,0.16,1,0
8186068,0,Bright&Beautiful BR in Williamsburg,2182167,Mez,Brooklyn,Williamsburg,40.71288,-73.94137,Private room,80,2,2,2015-09-23,0.04,1,0,Sunny Art + Plant Brownstone Apartment,Bedford-Stuyvesant,6356476,Alexandra,Brooklyn,40.68988,-73.94137,Entire home/apt,116,2,0,,,1,0
22047988,0,Quick access to the city for cheap,49139686,David,Manhattan,Harlem,40.82442,-73.9485,Private room,55,3,4,2018-01-01,0.21,1,0,3 br duplex Apt with rooftop in Williamsburg,Williamsburg,28994468,Denis,Brooklyn,40.71298,-73.9485,Entire home/apt,400,4,1,2018-01-01,0.05,1,0
14086770,0,Cozy and Classy Private Duplex in UES,26111584,Joseph,Manhattan,Upper East Side,40.77601,-73.95441,Entire home/apt,178,2,72,2018-06-18,2.07,1,0,Eagle-eye view of New York,Bedford-Stuyvesant,20599015,Farrell,Brooklyn,40.69103,-73.95441,Entire home/apt,285,2,37,2016-05-09,0.65,1,0
7539610,0,"Private room, shared bathroom.",39503857,Craig,Manhattan,Harlem,40.82034,-73.94345,Private room,200,1,0,,,1,0,Great room in Williamsburg,Williamsburg,545273,Gabriel,Brooklyn,40.71728,-73.94345,Private room,79,5,0,,,1,0
54466,0,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,,,1,365,Huge Room in Prime Williamsburg,Williamsburg,1279181,Matthew,Brooklyn,40.7155,-73.95603,Private room,150,1,0,,,1,0
27506090,0,Private room by Time Square,140312311,Jimmy,Manhattan,Hell's Kitchen,40.75478,-73.99604,Private room,100,2,0,,,1,0,"Bright, Modern, King Size 1-Bedroom in Chelsea!",Chelsea,6344971,Sharat,Manhattan,40.7444,-73.99604,Entire home/apt,240,2,8,2019-03-30,0.71,1,0
33336699,0,Stunning Sunny Studio,89068125,Martin,Manhattan,East Harlem,40.79755,-73.94413,Entire home/apt,250,1,1,2019-04-30,0.43,1,0,1 Bedroom Apt in Williamsburg,Williamsburg,4586937,Matt,Brooklyn,40.70658,-73.94413,Entire home/apt,100,1,2,2017-06-02,0.05,1,0
14179120,0,1 BDRM IN ASTORIA (PUBLIC TRANS) CLOSE TO US OPEN,42150813,Anthony,Queens,Astoria,40.7684,-73.91762,Private room,60,1,1,2016-10-09,0.03,1,0,Spacious Bright Private Room in Bedstuy!,Bedford-Stuyvesant,80778982,Ilham,Brooklyn,40.6847,-73.91762,Private room,50,1,0,,,1,0
21312687,1,Hillside Hotel,134184451,Hillside Hotel,Queens,Briarwood,40.70471,-73.81542,Private room,135,1,3,2018-01-01,0.15,18,319,Hillside Hotel,Briarwood,134184451,Hillside Hotel,Queens,40.70454,-73.81549,Private room,93,1,2,2017-07-23,0.08,18,90
32427478,0,Brooklyn home,243556325,Sa,Brooklyn,Bensonhurst,40.61268,-73.98857,Entire home/apt,100,30,0,,,1,312,FULLY RENOVATED DESIGN APART IN THE HEART OF NYC,East Village,25214775,Alex,Manhattan,40.72774,-73.98857,Entire home/apt,240,2,0,,,1,9
14187014,0,Beautiful cozzy apartment in the Upper East Side,85986280,Marushka,Manhattan,Upper East Side,40.76848,-73.96014,Entire home/apt,109,1,25,2019-06-23,0.75,1,0,Great Apartment In Prospect Lefferts Garden,Prospect-Lefferts Gardens,159735335,Andre,Brooklyn,40.66046,-73.96014,Private room,80,1,29,2018-10-14,1.51,1,0
21154544,0,Huge beautiful bedroom with double exposure,66260832,Dragana,Manhattan,Harlem,40.8152,-73.95175,Private room,50,15,0,,,1,0,Private Room With Balcony UES,Upper East Side,24666854,Namrata,Manhattan,40.77321,-73.95175,Private room,90,1,0,,,1,0
9813364,0,"1 lg. bedroom, north central park",13275669,Tenzin,Manhattan,Harlem,40.80145,-73.95428,Private room,60,3,0,,,1,0,Bedroom in Huge and Sunny Williamsburg Apartment!,Williamsburg,73233066,Austin,Brooklyn,40.71194,-73.95428,Private room,165,1,0,,,1,0
11085352,0,"Amazing Williamsburg, Brooklyn Apt.",10994250,Jerry,Brooklyn,Williamsburg,40.70925,-73.94909,Private room,50,1,0,,,1,0,Beautiful sunny room in Central Brooklyn/Bed-Stuy,Bedford-Stuyvesant,25789741,Jeanne,Brooklyn,40.69043,-73.94909,Private room,40,5,0,,,1,0
30522970,0,GREAT LOCATION! NYC ON A BUDGET!!,22051363,Melissa,Manhattan,Harlem,40.82089,-73.94791,Private room,50,1,0,,,1,0,Beautiful Private Area in Flatbush,East Flatbush,2164856,Jasmine,Brooklyn,40.64939,-73.94791,Private room,50,1,0,,,1,0
35252737,0,Tulum Oasis 2 baths Washer Dryer in Unit,210956993,Werley & Maria,Manhattan,Murray Hill,40.74832,-73.98126,Entire home/apt,416,1,0,,,1,365,Beautiful Duplex with Patio!!!,East Village,35539248,Ashish,Manhattan,40.72117,-73.98126,Private room,78,25,0,,,1,0
28433844,1,AC Hotel New York Downtown-7 Nights Min,5144567,Yun,Manhattan,Financial District,40.70999,-74.011,Private room,179,7,9,2019-06-25,0.97,13,349,AC Hotel New York Downtown-7 Nights Min,Financial District,5144567,Yun,Manhattan,40.7065,-74.00503,Private room,169,7,1,2019-05-25,0.65,13,365
12004174,0,Studio in the Heart of Gramercy!,21661360,Julie,Manhattan,Gramercy,40.73638,-73.98453,Entire home/apt,240,2,0,,,1,0,In the heart of the LES a sunny and charming room!,Lower East Side,271321622,Rafaela,Manhattan,40.71968,-73.98453,Private room,120,1,0,,,1,352
35570995,0,Clean warm.peaceful.joyful.respectful,231378604,S.,Manhattan,East Harlem,40.78986,-73.94783,Private room,65,14,0,,,1,319,Gorgeous 1 bdr 1.5bath on the Upper East Side,Upper East Side,4865463,Woody,Manhattan,40.77445,-73.94783,Entire home/apt,195,6,0,,,1,0
31906094,0,Fabulous 1 Bedroom in the Heart of Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,40.73202,-73.95595,Entire home/apt,68,1,20,2019-06-01,3.82,6,0,Prospect Park Apt 20 min to Soho 5 min from Trains,Prospect-Lefferts Gardens,8314232,Mo,Brooklyn,40.65802,-73.95595,Entire home/apt,100,1,38,2018-06-17,1.34,1,0
8754339,0,Gran Fondo Cyclist Haven,20261309,Sarah,Manhattan,Washington Heights,40.8465,-73.94319,Shared room,60,1,0,,,1,0,Beautiful Huge Room in Manhattan,East Harlem,45697173,Cristóbal,Manhattan,40.78744,-73.94319,Entire home/apt,50,10,0,,,1,0
9881516,0,Private Bedroom in Heart of NYC,50839249,Alexandra,Manhattan,Chelsea,40.74836,-73.99031,Private room,50,7,0,,,1,0,Private room on restaurant row,Hell's Kitchen,70724645,Carly,Manhattan,40.76007,-73.99031,Private room,79,1,0,,,1,0
15182306,0,Private room in 4 bdr apt!,96301426,Dillon,Brooklyn,Prospect-Lefferts Gardens,40.65714,-73.95,Private room,50,2,2,2018-08-23,0.17,1,0,Amazing Double Room in Williamsburg,Williamsburg,35433522,David,Brooklyn,40.71234,-73.95,Private room,89,2,69,2018-08-27,1.83,3,0
36358910,0,"Bright, quiet railroad style apartment",160175680,Chiara,Queens,Ridgewood,40.70617,-73.90503,Entire home/apt,75,15,0,,,1,22,Cleaning,Kingsbridge,563530,Misael,Bronx,40.86352,-73.90503,Private room,80,30,0,,,1,365
18648591,0,Crown Heights Air Bnb/Sublet,97032243,Noah,Brooklyn,Crown Heights,40.67571,-73.94916,Private room,40,1,0,,,1,0,Prime Williamsburg on quiet street!,Williamsburg,226563,Rolf Arne,Brooklyn,40.71479,-73.94916,Entire home/apt,120,14,0,,,1,0
18225813,0,Pendulum Palace,44785461,William,Brooklyn,Williamsburg,40.70655,-73.95405,Private room,69,15,0,,,1,0,"Welcome to Williamsburg, Brooklyn!!",Greenpoint,68128762,Tom,Brooklyn,40.71961,-73.95405,Private room,170,1,0,,,1,220
21312283,1,Hillside Hotel,134184451,Hillside Hotel,Queens,Briarwood,40.7045,-73.81447,Private room,135,1,0,,,18,355,Hillside Hotel,Briarwood,134184451,Hillside Hotel,Queens,40.70455,-73.81528,Private room,135,1,0,,,18,309
29005584,0,Manhattan Club NY-One Bedroom Suite-Sleeps 4,82460872,Dolores,Manhattan,Midtown,40.76412,-73.98017,Private room,425,4,0,,,1,0,Private Garden Apartment in Park Slope Brownstone,Park Slope,252372862,Keith & Masa,Brooklyn,40.66867,-73.98017,Entire home/apt,135,3,0,,,1,23
20686099,1,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,76104209,Rated,Manhattan,Upper East Side,40.78019,-73.95857,Entire home/apt,225,30,0,,,33,365,A CLASSIC NYC NEIGHBORHOOD-EAST 86TH/5TH AVENUE,Upper East Side,76104209,Rated,Manhattan,40.78098,-73.95854,Entire home/apt,225,30,0,,,33,315
10297427,0,Charming Loft on the UES,52978874,Isaac,Manhattan,East Harlem,40.78703,-73.95196,Entire home/apt,250,90,0,,,1,363,Beautiful room in Brooklyn,Prospect-Lefferts Gardens,2803589,Helida,Brooklyn,40.65833,-73.95196,Private room,45,1,0,,,1,0
6029987,0,Spacious & Trendy Uptown Apartment,15635060,Chris,Manhattan,Washington Heights,40.84305,-73.94045,Entire home/apt,125,2,10,2016-06-29,0.21,1,0,Room at East 110th St Upper East/E. Harlem,East Harlem,5558013,Suzanne,Manhattan,40.7941,-73.94045,Private room,80,2,2,2016-08-26,0.06,1,0
294227,1,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73683,-73.9543,Entire home/apt,199,3,43,2019-06-22,0.49,28,84,Loft Suite @ The Box House Hotel,Greenpoint,417504,The Box House Hotel,Brooklyn,40.73693,-73.95316,Entire home/apt,199,3,30,2019-07-03,0.32,28,56
24699402,0,9th Ave Apartment in the heart of Manhattan NYC!,186586297,Clark,Manhattan,Hell's Kitchen,40.76752,-73.98641,Entire home/apt,200,3,71,2019-07-03,5.49,2,95,Monet in Manhattan private room w deck & bkfst,Lower East Side,32295097,Maureen,Manhattan,40.71434,-73.98641,Private room,125,2,28,2019-07-03,3.39,2,255
22098233,0,Contemporary 1 Bedroom off of Union Square,161432983,Hannah,Manhattan,East Village,40.73215,-73.98804,Entire home/apt,170,1,1,2017-12-22,0.05,1,0,BK diggs,DUMBO,50153931,Jaclyn,Brooklyn,40.70206,-73.98804,Entire home/apt,250,1,0,,,1,0
34867166,0,Gorgeous 1 bedroom apt in Williamsburg Brooklyn,108079367,Alex,Brooklyn,Williamsburg,40.71097,-73.94164,Entire home/apt,105,14,0,,,1,40,"1brm apartment ,Charming, with beautiful light",East Harlem,8671553,Sophia,Manhattan,40.79356,-73.94164,Entire home/apt,95,7,0,,,1,0
27482124,0,"Large, Bright Studio for Rent",20398684,Heather,Manhattan,Midtown,40.75135,-73.97197,Entire home/apt,120,2,6,2019-04-15,0.62,1,0,Sunny Spacious Sublet near Prospect Park,Kensington,5245797,Sarah,Brooklyn,40.64225,-73.97197,Entire home/apt,115,2,5,2017-04-30,0.13,1,0
17072328,0,Apartment Near Trendy Restaurants & Prospect Park,8635827,Alison,Brooklyn,Crown Heights,40.675,-73.95885,Entire home/apt,206,3,42,2017-08-25,1.46,1,0,1 bedroom in Cozy 2 bedroom upper west side,Harlem,23671946,Yonatan,Manhattan,40.81622,-73.95885,Private room,100,3,0,,,2,0
13312968,0,"Perfect, Charming Greenpoint Bedroom in 3BR Apt",52699613,Julia,Brooklyn,Greenpoint,40.73356,-73.96001,Private room,79,1,0,,,1,0,Private Apartment In Heart Of Brooklyn,Bedford-Stuyvesant,6948005,Matt,Brooklyn,40.69294,-73.96001,Private room,75,1,1,2016-01-01,0.02,1,0
19325562,0,Private Room in East Village Apartment,119968055,Michelle,Manhattan,East Village,40.72706,-73.98583,Private room,100,1,0,,,1,0,Cozy Apartment in Time Square with Amazing view,Theater District,19045109,J,Manhattan,40.76122,-73.98583,Private room,136,3,0,,,1,0
21567303,0,Large apartment in a doorman building on the UES,1772076,Salman,Manhattan,Upper East Side,40.77316,-73.96237,Shared room,59,1,7,2018-09-23,0.34,1,0,"Sunny, Child Friendly Loft. ",Crown Heights,11825464,SirRoan,Brooklyn,40.67901,-73.96237,Private room,105,1,1,2014-05-02,0.02,1,0
